areaCode,areaName,areaType,date,cumVaccinationFirstDoseUptakeByVaccinationDatePercentage,cumVaccinationSecondDoseUptakeByVaccinationDatePercentage,cumVaccinationThirdInjectionUptakeByVaccinationDatePercentage
E12000008,South East,region,22/12/2022,82.9,79.8,65.7
E12000008,South East,region,21/12/2022,82.9,79.8,65.7
E12000008,South East,region,20/12/2022,82.9,79.8,65.7
E12000008,South East,region,19/12/2022,82.9,79.8,65.7
E12000008,South East,region,18/12/2022,82.9,79.8,65.7
E12000008,South East,region,17/12/2022,82.9,79.8,65.7
E12000008,South East,region,16/12/2022,82.9,79.8,65.7
E12000008,South East,region,15/12/2022,82.9,79.8,65.7
E12000008,South East,region,14/12/2022,82.9,79.8,65.7
E12000008,South East,region,13/12/2022,82.9,79.8,65.7
E12000008,South East,region,12/12/2022,82.9,79.8,65.7
E12000008,South East,region,11/12/2022,82.9,79.8,65.7
E12000008,South East,region,10/12/2022,82.9,79.8,65.7
E12000008,South East,region,09/12/2022,82.9,79.8,65.7
E12000008,South East,region,08/12/2022,82.9,79.8,65.7
E12000008,South East,region,07/12/2022,82.9,79.8,65.7
E12000008,South East,region,06/12/2022,82.9,79.8,65.7
E12000008,South East,region,05/12/2022,82.9,79.8,65.7
E12000008,South East,region,04/12/2022,82.9,79.8,65.7
E12000008,South East,region,03/12/2022,82.9,79.8,65.7
E12000008,South East,region,02/12/2022,82.9,79.8,65.6
E12000008,South East,region,01/12/2022,82.9,79.8,65.6
E12000008,South East,region,30/11/2022,82.9,79.8,65.6
E12000008,South East,region,29/11/2022,82.9,79.8,65.6
E12000008,South East,region,28/11/2022,82.9,79.8,65.6
E12000008,South East,region,27/11/2022,82.9,79.8,65.6
E12000008,South East,region,26/11/2022,82.9,79.8,65.6
E12000008,South East,region,25/11/2022,82.9,79.8,65.6
E12000008,South East,region,24/11/2022,82.9,79.8,65.6
E12000008,South East,region,23/11/2022,82.9,79.8,65.6
E12000008,South East,region,22/11/2022,82.9,79.8,65.6
E12000008,South East,region,21/11/2022,82.9,79.8,65.6
E12000008,South East,region,20/11/2022,82.9,79.7,65.6
E12000008,South East,region,19/11/2022,82.9,79.7,65.6
E12000008,South East,region,18/11/2022,82.9,79.7,65.6
E12000008,South East,region,17/11/2022,82.9,79.7,65.6
E12000008,South East,region,16/11/2022,82.9,79.7,65.6
E12000008,South East,region,15/11/2022,82.9,79.7,65.6
E12000008,South East,region,14/11/2022,82.9,79.7,65.6
E12000008,South East,region,13/11/2022,82.9,79.7,65.6
E12000008,South East,region,12/11/2022,82.9,79.7,65.5
E12000008,South East,region,11/11/2022,82.9,79.7,65.5
E12000008,South East,region,10/11/2022,82.9,79.7,65.5
E12000008,South East,region,09/11/2022,82.9,79.7,65.5
E12000008,South East,region,08/11/2022,82.9,79.7,65.5
E12000008,South East,region,07/11/2022,82.9,79.7,65.5
E12000008,South East,region,06/11/2022,82.9,79.7,65.5
E12000008,South East,region,05/11/2022,82.9,79.7,65.5
E12000008,South East,region,04/11/2022,82.9,79.7,65.5
E12000008,South East,region,03/11/2022,82.9,79.7,65.5
E12000008,South East,region,02/11/2022,82.9,79.7,65.5
E12000008,South East,region,01/11/2022,82.9,79.7,65.5
E12000008,South East,region,31/10/2022,82.9,79.7,65.5
E12000008,South East,region,30/10/2022,82.9,79.7,65.5
E12000008,South East,region,29/10/2022,82.9,79.7,65.4
E12000008,South East,region,28/10/2022,82.9,79.7,65.4
E12000008,South East,region,27/10/2022,82.9,79.7,65.4
E12000008,South East,region,26/10/2022,82.9,79.7,65.4
E12000008,South East,region,25/10/2022,82.9,79.7,65.4
E12000008,South East,region,24/10/2022,82.9,79.7,65.4
E12000008,South East,region,23/10/2022,82.9,79.7,65.4
E12000008,South East,region,22/10/2022,82.9,79.7,65.4
E12000008,South East,region,21/10/2022,82.9,79.7,65.4
E12000008,South East,region,20/10/2022,82.9,79.7,65.4
E12000008,South East,region,19/10/2022,82.9,79.7,65.3
E12000008,South East,region,18/10/2022,82.8,79.7,65.3
E12000008,South East,region,17/10/2022,82.8,79.7,65.3
E12000008,South East,region,16/10/2022,82.8,79.6,65.3
E12000008,South East,region,15/10/2022,82.8,79.6,65.3
E12000008,South East,region,14/10/2022,82.8,79.6,65.3
E12000008,South East,region,13/10/2022,82.8,79.6,65.3
E12000008,South East,region,12/10/2022,82.8,79.6,65.3
E12000008,South East,region,11/10/2022,82.8,79.6,65.3
E12000008,South East,region,10/10/2022,82.8,79.6,65.3
E12000008,South East,region,09/10/2022,82.8,79.6,65.3
E12000008,South East,region,08/10/2022,82.8,79.6,65.3
E12000008,South East,region,07/10/2022,82.8,79.6,65.2
E12000008,South East,region,06/10/2022,82.8,79.6,65.2
E12000008,South East,region,05/10/2022,82.8,79.6,65.2
E12000008,South East,region,04/10/2022,82.8,79.6,65.2
E12000008,South East,region,03/10/2022,82.8,79.6,65.2
E12000008,South East,region,02/10/2022,82.8,79.6,65.2
E12000008,South East,region,01/10/2022,82.8,79.6,65.2
E12000008,South East,region,30/09/2022,82.8,79.6,65.2
E12000008,South East,region,29/09/2022,82.8,79.6,65.2
E12000008,South East,region,28/09/2022,82.8,79.6,65.2
E12000008,South East,region,27/09/2022,82.8,79.6,65.2
E12000008,South East,region,26/09/2022,82.8,79.6,65.2
E12000008,South East,region,25/09/2022,82.8,79.6,65.2
E12000008,South East,region,24/09/2022,82.8,79.6,65.2
E12000008,South East,region,23/09/2022,82.8,79.6,65.2
E12000008,South East,region,22/09/2022,82.8,79.6,65.1
E12000008,South East,region,21/09/2022,82.8,79.6,65.1
E12000008,South East,region,20/09/2022,82.8,79.6,65.1
E12000008,South East,region,19/09/2022,82.8,79.6,65.1
E12000008,South East,region,18/09/2022,82.8,79.6,65.1
E12000008,South East,region,17/09/2022,82.8,79.6,65.1
E12000008,South East,region,16/09/2022,82.8,79.5,65.1
E12000008,South East,region,15/09/2022,82.8,79.5,65.1
E12000008,South East,region,14/09/2022,82.8,79.5,65.1
E12000008,South East,region,13/09/2022,82.8,79.5,65.1
E12000008,South East,region,12/09/2022,82.8,79.5,65.1
E12000008,South East,region,11/09/2022,82.8,79.5,65.1
E12000008,South East,region,10/09/2022,82.8,79.5,65.1
E12000008,South East,region,09/09/2022,82.8,79.5,65.1
E12000008,South East,region,08/09/2022,82.8,79.5,65.1
E12000008,South East,region,07/09/2022,82.8,79.5,65.1
E12000008,South East,region,06/09/2022,82.8,79.5,65.1
E12000008,South East,region,05/09/2022,82.8,79.5,65.1
E12000008,South East,region,04/09/2022,82.8,79.5,65.1
E12000008,South East,region,03/09/2022,82.8,79.5,65.1
E12000008,South East,region,02/09/2022,82.8,79.5,65.1
E12000008,South East,region,01/09/2022,82.8,79.5,65.1
E12000008,South East,region,31/08/2022,82.8,79.5,65.1
E12000008,South East,region,30/08/2022,82.8,79.5,65.1
E12000008,South East,region,29/08/2022,82.8,79.5,65
E12000008,South East,region,28/08/2022,82.8,79.5,65
E12000008,South East,region,27/08/2022,82.8,79.5,65
E12000008,South East,region,26/08/2022,82.8,79.5,65
E12000008,South East,region,25/08/2022,82.8,79.5,65
E12000008,South East,region,24/08/2022,82.8,79.5,65
E12000008,South East,region,23/08/2022,82.8,79.5,65
E12000008,South East,region,22/08/2022,82.8,79.5,65
E12000008,South East,region,21/08/2022,82.8,79.5,65
E12000008,South East,region,20/08/2022,82.8,79.5,65
E12000008,South East,region,19/08/2022,82.8,79.5,65
E12000008,South East,region,18/08/2022,82.8,79.4,65
E12000008,South East,region,17/08/2022,82.8,79.4,65
E12000008,South East,region,16/08/2022,82.8,79.4,65
E12000008,South East,region,15/08/2022,82.8,79.4,65
E12000008,South East,region,14/08/2022,82.7,79.4,65
E12000008,South East,region,13/08/2022,82.7,79.4,65
E12000008,South East,region,12/08/2022,82.7,79.4,65
E12000008,South East,region,11/08/2022,82.7,79.4,65
E12000008,South East,region,10/08/2022,82.7,79.4,64.9
E12000008,South East,region,09/08/2022,82.7,79.4,64.9
E12000008,South East,region,08/08/2022,82.7,79.4,64.9
E12000008,South East,region,07/08/2022,82.7,79.4,64.9
E12000008,South East,region,06/08/2022,82.7,79.4,64.9
E12000008,South East,region,05/08/2022,82.7,79.4,64.9
E12000008,South East,region,04/08/2022,82.7,79.4,64.9
E12000008,South East,region,03/08/2022,82.7,79.4,64.9
E12000008,South East,region,02/08/2022,82.7,79.4,64.9
E12000008,South East,region,01/08/2022,82.7,79.3,64.9
E12000008,South East,region,31/07/2022,82.7,79.3,64.9
E12000008,South East,region,30/07/2022,82.7,79.3,64.9
E12000008,South East,region,29/07/2022,82.7,79.3,64.9
E12000008,South East,region,28/07/2022,82.7,79.3,64.9
E12000008,South East,region,27/07/2022,82.7,79.3,64.8
E12000008,South East,region,26/07/2022,82.7,79.3,64.8
E12000008,South East,region,25/07/2022,82.7,79.3,64.8
E12000008,South East,region,24/07/2022,82.7,79.3,64.8
E12000008,South East,region,23/07/2022,82.7,79.3,64.8
E12000008,South East,region,22/07/2022,82.7,79.2,64.8
E12000008,South East,region,21/07/2022,82.7,79.2,64.8
E12000008,South East,region,20/07/2022,82.7,79.2,64.8
E12000008,South East,region,19/07/2022,82.7,79.2,64.8
E12000008,South East,region,18/07/2022,82.7,79.2,64.8
E12000008,South East,region,17/07/2022,82.7,79.2,64.8
E12000008,South East,region,16/07/2022,82.7,79.2,64.8
E12000008,South East,region,15/07/2022,82.7,79.2,64.7
E12000008,South East,region,14/07/2022,82.7,79.1,64.7
E12000008,South East,region,13/07/2022,82.7,79.1,64.7
E12000008,South East,region,12/07/2022,82.7,79.1,64.7
E12000008,South East,region,11/07/2022,82.7,79.1,64.7
E12000008,South East,region,10/07/2022,82.7,79.1,64.7
E12000008,South East,region,09/07/2022,82.7,79.1,64.7
E12000008,South East,region,08/07/2022,82.7,79.1,64.7
E12000008,South East,region,07/07/2022,82.7,79.1,64.6
E12000008,South East,region,06/07/2022,82.7,79,64.6
E12000008,South East,region,05/07/2022,82.6,79,64.6
E12000008,South East,region,04/07/2022,82.6,79,64.6
E12000008,South East,region,03/07/2022,82.6,79,64.6
E12000008,South East,region,02/07/2022,82.6,79,64.6
E12000008,South East,region,01/07/2022,82.6,79,64.6
E12000008,South East,region,30/06/2022,82.6,79,64.6
E12000008,South East,region,29/06/2022,82.6,79,64.6
E12000008,South East,region,28/06/2022,82.6,79,64.6
E12000008,South East,region,27/06/2022,82.6,78.9,64.5
E12000008,South East,region,26/06/2022,82.6,78.9,64.5
E12000008,South East,region,25/06/2022,82.6,78.9,64.5
E12000008,South East,region,24/06/2022,82.6,78.9,64.5
E12000008,South East,region,23/06/2022,82.6,78.9,64.5
E12000008,South East,region,22/06/2022,82.6,78.9,64.5
E12000008,South East,region,21/06/2022,82.6,78.9,64.5
E12000008,South East,region,20/06/2022,82.6,78.9,64.5
E12000008,South East,region,19/06/2022,82.6,78.9,64.4
E12000008,South East,region,18/06/2022,82.6,78.9,64.4
E12000008,South East,region,17/06/2022,82.6,78.9,64.4
E12000008,South East,region,16/06/2022,82.6,78.8,64.4
E12000008,South East,region,15/06/2022,82.6,78.8,64.4
E12000008,South East,region,14/06/2022,82.6,78.8,64.4
E12000008,South East,region,13/06/2022,82.6,78.8,64.4
E12000008,South East,region,12/06/2022,82.6,78.8,64.4
E12000008,South East,region,11/06/2022,82.6,78.8,64.4
E12000008,South East,region,10/06/2022,82.6,78.8,64.3
E12000008,South East,region,09/06/2022,82.6,78.8,64.3
E12000008,South East,region,08/06/2022,82.6,78.8,64.3
E12000008,South East,region,07/06/2022,82.6,78.8,64.3
E12000008,South East,region,06/06/2022,82.6,78.8,64.3
E12000008,South East,region,05/06/2022,82.5,78.8,64.3
E12000008,South East,region,04/06/2022,82.5,78.8,64.3
E12000008,South East,region,03/06/2022,82.5,78.7,64.3
E12000008,South East,region,02/06/2022,82.5,78.7,64.3
E12000008,South East,region,01/06/2022,82.5,78.7,64.3
E12000008,South East,region,31/05/2022,82.5,78.7,64.2
E12000008,South East,region,30/05/2022,82.5,78.7,64.2
E12000008,South East,region,29/05/2022,82.5,78.7,64.2
E12000008,South East,region,28/05/2022,82.5,78.7,64.2
E12000008,South East,region,27/05/2022,82.5,78.7,64.2
E12000008,South East,region,26/05/2022,82.5,78.7,64.2
E12000008,South East,region,25/05/2022,82.5,78.7,64.2
E12000008,South East,region,24/05/2022,82.5,78.6,64.1
E12000008,South East,region,23/05/2022,82.5,78.6,64.1
E12000008,South East,region,22/05/2022,82.5,78.6,64.1
E12000008,South East,region,21/05/2022,82.5,78.6,64.1
E12000008,South East,region,20/05/2022,82.5,78.6,64.1
E12000008,South East,region,19/05/2022,82.5,78.6,64.1
E12000008,South East,region,18/05/2022,82.5,78.6,64
E12000008,South East,region,17/05/2022,82.5,78.6,64
E12000008,South East,region,16/05/2022,82.5,78.6,64
E12000008,South East,region,15/05/2022,82.5,78.6,64
E12000008,South East,region,14/05/2022,82.4,78.6,64
E12000008,South East,region,13/05/2022,82.4,78.5,64
E12000008,South East,region,12/05/2022,82.4,78.5,63.9
E12000008,South East,region,11/05/2022,82.4,78.5,63.9
E12000008,South East,region,10/05/2022,82.4,78.5,63.9
E12000008,South East,region,09/05/2022,82.4,78.5,63.9
E12000008,South East,region,08/05/2022,82.4,78.5,63.9
E12000008,South East,region,07/05/2022,82.4,78.5,63.9
E12000008,South East,region,06/05/2022,82.4,78.4,63.8
E12000008,South East,region,05/05/2022,82.4,78.4,63.8
E12000008,South East,region,04/05/2022,82.4,78.4,63.8
E12000008,South East,region,03/05/2022,82.4,78.4,63.8
E12000008,South East,region,02/05/2022,82.4,78.4,63.7
E12000008,South East,region,01/05/2022,82.4,78.4,63.7
E12000008,South East,region,30/04/2022,82.3,78.4,63.7
E12000008,South East,region,29/04/2022,82.3,78.3,63.7
E12000008,South East,region,28/04/2022,82.3,78.3,63.7
E12000008,South East,region,27/04/2022,82.3,78.3,63.7
E12000008,South East,region,26/04/2022,82.3,78.3,63.6
E12000008,South East,region,25/04/2022,82.3,78.3,63.6
E12000008,South East,region,24/04/2022,82.3,78.3,63.6
E12000008,South East,region,23/04/2022,82.3,78.3,63.6
E12000008,South East,region,22/04/2022,82.3,78.2,63.5
E12000008,South East,region,21/04/2022,82.2,78.2,63.5
E12000008,South East,region,20/04/2022,82.2,78.2,63.5
E12000008,South East,region,19/04/2022,82.2,78.2,63.5
E12000008,South East,region,18/04/2022,82.2,78.1,63.5
E12000008,South East,region,17/04/2022,82.2,78.1,63.4
E12000008,South East,region,16/04/2022,82.2,78.1,63.4
E12000008,South East,region,15/04/2022,82.2,78.1,63.4
E12000008,South East,region,14/04/2022,82.2,78.1,63.4
E12000008,South East,region,13/04/2022,82.1,78.1,63.4
E12000008,South East,region,12/04/2022,82.1,78.1,63.4
E12000008,South East,region,11/04/2022,82.1,78,63.3
E12000008,South East,region,10/04/2022,82.1,78,63.3
E12000008,South East,region,09/04/2022,82.1,78,63.3
E12000008,South East,region,08/04/2022,82.1,78,63.3
E12000008,South East,region,07/04/2022,82.1,78,63.2
E12000008,South East,region,06/04/2022,82,77.9,63.2
E12000008,South East,region,05/04/2022,82,77.9,63.2
E12000008,South East,region,04/04/2022,82,77.9,63.2
E12000008,South East,region,03/04/2022,82,77.9,63.2
E12000008,South East,region,02/04/2022,82,77.9,63.1
E12000008,South East,region,01/04/2022,82,77.9,63.1
E12000008,South East,region,31/03/2022,82,77.8,63.1
E12000008,South East,region,30/03/2022,82,77.8,63.1
E12000008,South East,region,29/03/2022,82,77.8,63
E12000008,South East,region,28/03/2022,82,77.8,63
E12000008,South East,region,27/03/2022,82,77.8,63
E12000008,South East,region,26/03/2022,82,77.8,63
E12000008,South East,region,25/03/2022,82,77.7,63
E12000008,South East,region,24/03/2022,82,77.7,62.9
E12000008,South East,region,23/03/2022,82,77.7,62.9
E12000008,South East,region,22/03/2022,82,77.7,62.9
E12000008,South East,region,21/03/2022,81.9,77.6,62.9
E12000008,South East,region,20/03/2022,81.9,77.6,62.8
E12000008,South East,region,19/03/2022,81.9,77.6,62.8
E12000008,South East,region,18/03/2022,81.9,77.6,62.8
E12000008,South East,region,17/03/2022,81.9,77.5,62.7
E12000008,South East,region,16/03/2022,81.9,77.5,62.7
E12000008,South East,region,15/03/2022,81.9,77.5,62.7
E12000008,South East,region,14/03/2022,81.9,77.5,62.7
E12000008,South East,region,13/03/2022,81.9,77.5,62.6
E12000008,South East,region,12/03/2022,81.9,77.4,62.6
E12000008,South East,region,11/03/2022,81.9,77.4,62.6
E12000008,South East,region,10/03/2022,81.9,77.4,62.5
E12000008,South East,region,09/03/2022,81.9,77.3,62.5
E12000008,South East,region,08/03/2022,81.9,77.3,62.5
E12000008,South East,region,07/03/2022,81.8,77.3,62.5
E12000008,South East,region,06/03/2022,81.8,77.3,62.5
E12000008,South East,region,05/03/2022,81.8,77.3,62.4
E12000008,South East,region,04/03/2022,81.8,77.2,62.4
E12000008,South East,region,03/03/2022,81.8,77.2,62.4
E12000008,South East,region,02/03/2022,81.8,77.2,62.3
E12000008,South East,region,01/03/2022,81.8,77.1,62.3
E12000008,South East,region,28/02/2022,81.8,77.1,62.3
E12000008,South East,region,27/02/2022,81.8,77.1,62.2
E12000008,South East,region,26/02/2022,81.8,77.1,62.2
E12000008,South East,region,25/02/2022,81.8,77,62.2
E12000008,South East,region,24/02/2022,81.8,77,62.1
E12000008,South East,region,23/02/2022,81.7,77,62.1
E12000008,South East,region,22/02/2022,81.7,77,62.1
E12000008,South East,region,21/02/2022,81.7,76.9,62
E12000008,South East,region,20/02/2022,81.7,76.9,62
E12000008,South East,region,19/02/2022,81.7,76.9,62
E12000008,South East,region,18/02/2022,81.7,76.9,61.9
E12000008,South East,region,17/02/2022,81.7,76.9,61.9
E12000008,South East,region,16/02/2022,81.7,76.8,61.9
E12000008,South East,region,15/02/2022,81.7,76.8,61.8
E12000008,South East,region,14/02/2022,81.6,76.7,61.8
E12000008,South East,region,13/02/2022,81.6,76.7,61.8
E12000008,South East,region,12/02/2022,81.6,76.7,61.7
E12000008,South East,region,11/02/2022,81.6,76.7,61.7
E12000008,South East,region,10/02/2022,81.6,76.6,61.6
E12000008,South East,region,09/02/2022,81.6,76.6,61.6
E12000008,South East,region,08/02/2022,81.6,76.5,61.5
E12000008,South East,region,07/02/2022,81.6,76.5,61.5
E12000008,South East,region,06/02/2022,81.5,76.4,61.5
E12000008,South East,region,05/02/2022,81.5,76.4,61.4
E12000008,South East,region,04/02/2022,81.5,76.4,61.4
E12000008,South East,region,03/02/2022,81.5,76.3,61.3
E12000008,South East,region,02/02/2022,81.5,76.3,61.3
E12000008,South East,region,01/02/2022,81.5,76.2,61.2
E12000008,South East,region,31/01/2022,81.4,76.2,61.2
E12000008,South East,region,30/01/2022,81.4,76.1,61.1
E12000008,South East,region,29/01/2022,81.4,76.1,61.1
E12000008,South East,region,28/01/2022,81.4,76,61
E12000008,South East,region,27/01/2022,81.4,75.9,60.9
E12000008,South East,region,26/01/2022,81.3,75.9,60.8
E12000008,South East,region,25/01/2022,81.3,75.8,60.7
E12000008,South East,region,24/01/2022,81.3,75.8,60.6
E12000008,South East,region,23/01/2022,81.3,75.7,60.6
E12000008,South East,region,22/01/2022,81.3,75.7,60.5
E12000008,South East,region,21/01/2022,81.2,75.6,60.4
E12000008,South East,region,20/01/2022,81.2,75.5,60.3
E12000008,South East,region,19/01/2022,81.2,75.5,60.2
E12000008,South East,region,18/01/2022,81.1,75.4,60.1
E12000008,South East,region,17/01/2022,81.1,75.4,60
E12000008,South East,region,16/01/2022,81.1,75.3,59.9
E12000008,South East,region,15/01/2022,81.1,75.3,59.8
E12000008,South East,region,14/01/2022,81,75.2,59.6
E12000008,South East,region,13/01/2022,81,75.1,59.4
E12000008,South East,region,12/01/2022,81,75,59.3
